Average_Hours_Worked_Per_Week,Monthly_Income,Hourly_Rate,Distance_From_Home,Promotion_gap,Absenteeism,Number_of_Companies_Worked,Job_Level,Years_in_Current_Role,Years_Since_Last_Promotion,Years_at_Company,Workload_index,Project_Count,Work_Life_Balance,Job_Satisfaction,Work_Environment_Satisfaction,Relationship_with_Manager,Total_Satisfaction_Score
34,3283,53,5,0.25,15,1,1,8,3,11,4,9,1,2,1,2,5
33,13753,62,21,0.375,10,2,3,6,6,15,4,2,1,3,2,2,7
33,15477,48,42,0.75,14,2,3,11,3,3,0,9,1,5,3,4,12
36,5920,34,24,0.2857142857142857,7,2,4,8,6,20,0,3,4,4,2,4,10
57,13578,89,2,0.23076923076923078,11,2,4,5,6,25,3,4,2,4,1,4,9
36,12010,34,40,0.25,3,1,2,10,6,23,3,7,2,1,1,1,3
46,10188,47,14,0.3333333333333333,6,2,2,2,3,8,0,4,2,4,1,4,9
34,4502,63,49,0.3076923076923077,19,1,4,14,4,12,1,4,4,4,4,3,11
33,13906,55,19,0.07142857142857142,19,2,1,11,2,27,1,7,4,1,2,4,7
58,11477,49,35,0.8181818181818182,11,4,5,8,9,10,4,7,1,4,2,3,9
41,3376,43,26,0.0,1,1,3,8,0,9,3,7,2,1,3,1,5
42,11038,75,49,0.46153846153846156,2,4,1,5,6,12,0,7,2,1,3,3,7
43,10685,21,2,0.2,4,2,5,6,3,14,3,9,2,3,1,3,7
39,19822,33,6,0.0,13,1,1,2,0,6,2,4,3,3,3,1,7
57,10353,73,45,0.6363636363636364,11,4,3,2,7,10,0,6,1,2,3,4,9
31,9467,83,10,0.15384615384615385,9,3,2,11,2,12,4,1,1,3,2,2,7
56,7782,69,10,0.4,1,3,1,5,4,9,0,6,4,3,1,2,6
55,18225,64,41,0.3,2,2,3,5,6,19,2,9,3,2,4,4,10
50,15912,83,1,0.8888888888888888,0,2,3,10,8,8,3,8,2,1,4,1,6
48,18090,50,35,0.0,18,2,5,13,0,14,0,6,3,3,2,4,9
34,4629,79,13,0.17391304347826086,4,4,5,3,4,22,2,7,3,5,4,1,10
32,6406,57,32,0.6666666666666666,11,3,2,3,2,2,3,8,2,3,3,1,7
46,18586,26,1,0.3333333333333333,9,2,3,1,3,8,0,6,1,5,3,4,12
37,14064,31,33,0.4117647058823529,13,4,4,3,7,16,0,9,3,3,2,4,9
52,4416,30,37,0.4666666666666667,6,2,3,10,7,14,3,1,2,2,3,3,8
50,4988,62,28,1.125,9,4,1,13,9,7,0,3,3,1,4,1,6
49,13963,78,8,0.07692307692307693,3,2,3,5,1,12,4,4,1,4,2,2,8
49,14779,69,20,0.17391304347826086,13,4,5,7,4,22,0,6,1,1,1,1,3
37,19485,62,22,0.14285714285714285,12,2,2,8,3,20,0,2,3,4,1,4,9
44,17542,41,40,0.45,7,3,3,12,9,19,0,7,3,5,1,1,7
40,19611,85,49,0.38095238095238093,13,1,1,1,8,20,0,9,1,4,4,4,12
32,3052,21,24,0.3076923076923077,3,1,4,1,8,25,2,3,3,5,4,1,10
43,17090,66,6,0.10526315789473684,7,1,1,4,2,18,4,9,1,4,1,2,7
38,11608,68,25,0.8181818181818182,10,1,4,3,9,10,0,7,1,2,2,4,8
54,12788,68,31,0.10714285714285714,8,3,5,8,3,27,0,6,4,3,3,2,8
56,13900,80,22,3.0,17,3,3,2,9,2,0,6,3,3,2,2,7
46,4049,81,17,0.0,1,1,3,10,0,5,0,7,1,5,2,3,10
39,5617,67,26,0.1111111111111111,10,3,5,6,3,26,0,1,4,1,4,1,6
50,12857,95,32,0.25925925925925924,10,1,2,13,7,26,0,7,3,5,2,4,11
42,17750,79,8,0.17391304347826086,1,3,3,3,4,22,3,2,2,2,1,1,4
55,8781,85,12,0.2413793103448276,2,4,1,8,7,28,0,1,1,5,2,3,10
52,16216,18,41,0.3,18,1,1,3,9,29,0,5,2,1,2,3,6
33,4140,33,1,0.10526315789473684,4,3,3,4,2,18,2,4,3,5,4,1,10
30,10480,94,27,0.4,1,4,5,14,8,19,3,9,2,4,4,4,12
57,7075,49,43,0.07692307692307693,11,3,4,13,1,12,4,6,1,1,4,4,9
45,4859,17,22,0.20833333333333334,15,3,5,2,5,23,0,1,4,2,1,3,6
51,17804,86,32,0.23333333333333334,15,3,5,4,7,29,1,7,4,2,3,1,6
53,14368,67,18,0.045454545454545456,5,4,3,10,1,21,0,7,4,5,2,1,8
47,4612,20,33,0.1875,0,3,3,4,3,15,0,9,3,5,3,2,10
31,10500,75,7,0.3333333333333333,8,3,5,11,8,23,0,3,4,4,3,3,10
32,8721,52,29,0.21428571428571427,8,3,2,9,6,27,1,6,4,4,1,3,8
56,17690,55,34,0.4,2,4,5,9,8,19,0,1,4,1,3,4,8
57,9912,33,22,0.5714285714285714,11,4,4,14,4,6,0,2,2,2,4,3,9
41,12863,92,19,0.038461538461538464,17,4,1,1,1,25,4,8,1,3,3,4,10
42,19700,32,15,0.10344827586206896,14,2,5,7,3,28,0,3,1,1,1,4,6
53,5404,60,6,1.1666666666666667,3,3,2,4,7,5,0,2,4,2,3,3,8
43,18954,50,34,1.0,9,3,2,8,2,1,4,6,1,4,4,4,12
49,10935,46,17,0.0,2,2,1,10,0,7,4,1,1,2,1,2,5
57,18721,89,29,0.2692307692307692,8,3,1,1,7,25,3,7,2,5,1,1,7
52,17669,53,42,0.5454545454545454,7,3,3,13,6,10,2,7,3,4,1,3,8
32,9001,18,30,0.1111111111111111,5,2,1,4,3,26,4,4,1,2,4,2,8
45,4280,71,44,0.5294117647058824,7,2,5,8,9,16,0,2,4,5,4,4,13
36,5483,41,22,0.2,5,2,3,2,2,9,0,6,4,3,2,2,7
56,17465,33,37,0.0,5,4,1,5,0,28,0,7,2,4,1,2,7
39,16729,74,3,1.8,7,3,3,9,9,4,0,8,2,1,3,2,6
48,15002,57,48,0.25,14,2,1,5,7,27,0,9,1,5,2,1,8
54,6857,15,17,0.2857142857142857,1,2,3,9,2,6,3,5,2,3,2,3,8
59,7044,83,13,0.1111111111111111,2,2,1,14,3,26,0,5,1,1,4,4,9
30,15189,50,19,0.5,0,3,2,2,1,1,0,3,1,5,1,3,9
33,13060,15,5,0.0,8,2,3,13,0,21,4,8,1,3,2,3,8
58,8709,98,3,0.18181818181818182,3,4,1,13,2,10,1,5,4,3,3,2,8
40,19488,31,36,0.08,6,3,3,4,2,24,4,2,1,1,1,3,5
37,11489,42,1,0.24,16,2,5,7,6,24,0,5,3,5,3,1,9
51,11812,23,38,0.09090909090909091,7,3,3,7,1,10,0,1,3,3,3,3,9
49,3951,68,44,0.5555555555555556,15,2,2,9,5,8,0,7,2,5,4,2,11
45,19494,79,48,0.5,11,1,2,10,8,15,0,2,2,4,4,2,10
30,5583,63,10,0.3333333333333333,8,2,4,8,6,17,1,5,4,2,1,4,7
45,14585,72,9,0.375,8,4,4,13,3,7,3,3,2,5,3,3,11
46,17184,61,37,0.1,8,2,3,7,1,9,0,2,4,3,1,3,7
55,3211,27,2,0.0,2,2,1,4,0,4,0,8,4,3,3,1,7
31,9801,88,43,0.8181818181818182,19,1,3,11,9,10,0,1,3,3,4,1,8
30,15444,51,27,1.125,13,3,5,11,9,7,0,1,2,4,1,4,9
53,7187,73,37,0.16666666666666666,5,3,2,11,4,23,2,5,3,1,1,1,3
47,16624,32,5,0.25,3,2,5,2,7,27,0,5,3,1,2,4,7
51,17848,23,33,0.29411764705882354,9,1,4,5,5,16,4,1,1,3,2,4,9
52,16841,65,46,0.5555555555555556,3,1,2,1,5,8,4,7,1,5,4,3,12
57,4140,69,46,0.2413793103448276,18,4,3,5,7,28,0,7,1,2,4,3,9
46,10456,35,1,0.1,0,3,4,9,3,29,0,9,4,1,4,4,9
33,3770,81,36,0.038461538461538464,10,1,2,1,1,25,2,2,3,2,1,1,4
54,4724,87,21,0.038461538461538464,14,3,3,14,1,25,0,2,4,4,3,4,11
41,16407,99,4,0.3,13,3,2,4,9,29,0,6,2,5,2,3,10
45,11751,35,46,0.1,13,1,5,12,1,9,0,4,3,1,4,4,9
37,5250,57,7,0.5454545454545454,5,3,3,12,6,10,4,8,1,1,2,3,6
43,4734,19,7,0.18518518518518517,2,4,1,2,5,26,0,3,2,4,1,2,7
43,12105,37,1,0.8571428571428571,4,1,4,4,6,6,0,8,1,4,2,3,9
52,5924,77,5,0.38095238095238093,14,1,5,12,8,20,3,6,2,3,2,3,8
32,16924,67,6,0.6153846153846154,17,2,2,1,8,12,1,7,4,5,3,2,10
57,19478,77,18,0.42105263157894735,10,2,5,9,8,18,4,2,1,1,1,2,4
48,7674,87,3,0.42857142857142855,16,1,3,13,3,6,1,4,4,3,2,3,8
48,7203,86,13,2.0,0,1,3,8,4,1,4,8,1,2,1,1,4
33,11303,57,49,0.16666666666666666,15,1,3,14,4,23,2,2,3,3,2,2,7
40,16527,97,27,0.14285714285714285,0,2,3,13,2,13,0,7,3,4,2,4,10
37,15852,50,33,0.5454545454545454,5,4,3,5,6,10,0,6,4,3,3,2,8
56,10510,88,16,0.8333333333333334,0,3,4,1,5,5,0,2,1,3,2,2,7
40,12741,21,37,0.14285714285714285,9,3,1,7,3,20,2,2,3,4,3,2,9
53,4386,74,42,0.0,10,3,4,4,0,8,1,1,4,3,1,1,5
31,7711,26,24,0.2222222222222222,15,4,2,8,2,8,0,6,2,2,4,2,8
53,13745,58,27,0.75,12,3,1,7,6,7,4,5,1,3,1,1,5
36,9049,16,4,0.5333333333333333,6,1,2,11,8,14,3,6,2,5,2,1,8
57,6058,70,35,0.8,8,2,4,14,4,4,2,2,3,1,1,1,3
59,18796,65,7,0.2222222222222222,1,3,2,3,2,8,4,8,1,5,4,4,13
40,5677,83,33,0.18518518518518517,5,4,4,13,5,26,0,5,4,1,3,1,5
34,7771,21,12,0.34782608695652173,4,4,4,1,8,22,0,4,4,4,4,1,9
43,10966,79,48,0.2413793103448276,14,1,4,11,7,28,1,3,4,3,4,2,9
48,12913,19,25,0.0,5,2,4,1,0,2,3,2,2,3,2,3,8
34,15232,46,37,0.0,7,2,5,1,0,29,0,1,1,4,3,2,9
31,6601,87,21,0.0,2,1,3,1,0,26,0,1,3,4,1,4,9
48,7806,23,28,0.0,4,3,1,11,0,13,0,6,3,3,2,3,8
36,19671,54,11,0.2857142857142857,5,1,3,14,8,27,0,3,1,4,1,4,9
47,4474,34,46,0.3333333333333333,16,3,2,7,8,23,0,1,1,5,2,4,11
41,12657,46,20,0.0,11,4,1,1,0,15,2,3,3,3,3,2,8
37,3774,66,10,1.5,1,3,1,13,6,3,2,7,3,3,4,3,10
30,8327,78,4,0.13333333333333333,10,3,2,7,2,14,4,6,1,1,3,2,6
48,18935,50,18,0.4117647058823529,8,3,5,5,7,16,1,5,4,5,2,1,8
37,11647,91,29,0.25,8,3,5,5,1,3,4,7,1,4,3,2,9
56,13964,35,49,0.2857142857142857,10,4,3,4,2,6,3,6,2,3,1,2,6
58,14741,59,10,1.0,3,2,2,6,2,1,3,8,2,5,2,2,9
42,5341,56,12,0.0,4,1,1,10,0,24,0,2,4,2,3,3,8
58,18381,47,43,0.8,19,1,1,6,4,4,0,8,3,3,3,3,9
52,4608,35,30,0.32,3,1,5,14,8,24,1,1,4,4,1,3,8
30,16527,96,1,0.35714285714285715,15,3,3,11,5,13,0,8,4,4,3,1,8
36,10809,95,14,0.6,13,2,4,14,3,4,0,3,2,1,3,4,8
38,11694,87,17,0.0,11,1,2,2,0,19,0,3,4,1,1,3,5
56,8155,30,46,0.8333333333333334,6,3,5,10,5,5,0,2,3,4,4,4,12
50,4329,16,28,0.07407407407407407,17,1,2,4,2,26,2,7,3,4,3,2,9
36,12548,65,8,0.25,12,2,1,3,1,3,0,9,4,3,4,4,11
44,3887,40,28,0.5,3,2,2,8,3,5,4,3,1,1,4,1,6
52,12374,31,30,0.6,18,2,4,9,9,14,0,7,1,2,3,1,6
45,12709,49,31,0.14814814814814814,10,1,4,5,4,26,0,5,3,3,1,2,6
36,5187,68,23,1.0,15,1,2,7,9,8,3,9,2,3,1,2,6
32,10925,20,23,1.0,2,4,1,7,8,7,4,1,1,5,4,1,10
52,3352,31,27,0.6923076923076923,2,4,2,10,9,12,0,7,4,5,1,2,8
54,9703,51,33,0.0,16,4,1,5,0,10,0,4,4,2,1,2,5
58,18220,20,12,0.16666666666666666,0,2,5,6,4,23,0,6,2,4,2,2,8
35,4013,96,45,0.0,17,3,1,4,0,7,1,1,4,5,1,1,7
32,10629,86,10,0.10714285714285714,15,4,1,7,3,27,0,2,2,2,2,2,6
42,10428,88,44,0.3,3,1,2,4,9,29,0,5,3,3,3,3,9
40,7245,17,2,0.25,4,3,2,3,7,27,2,8,3,5,3,2,10
52,5250,29,31,0.08333333333333333,11,2,5,10,2,23,0,4,4,2,1,1,4
58,15812,24,48,0.037037037037037035,19,4,5,12,1,26,3,5,2,4,1,1,6
36,5791,42,4,0.0,10,3,4,9,0,8,2,5,3,1,4,1,6
46,7474,92,29,0.4444444444444444,0,2,3,8,4,8,0,2,3,1,2,4,7
45,5995,70,47,0.2,6,3,3,3,6,29,1,7,4,3,3,1,7
38,15440,25,35,0.058823529411764705,5,3,2,5,1,16,0,5,1,4,4,2,10
44,7617,82,32,0.3,1,2,3,6,3,9,0,7,2,4,3,3,10
36,8839,79,32,0.5625,17,3,5,9,9,15,2,9,3,2,3,4,9
47,6905,90,23,0.0,8,2,4,13,0,9,0,1,1,2,1,3,6
41,5894,69,26,2.0,15,2,2,4,4,1,0,7,2,2,1,2,5
35,11766,54,11,0.29411764705882354,15,1,2,2,5,16,0,1,3,2,2,2,6
37,16406,34,30,0.14285714285714285,8,1,4,13,2,13,4,1,1,3,4,3,10
55,15339,56,45,0.5454545454545454,13,4,4,10,6,10,0,2,2,2,3,1,6
34,7031,91,31,0.14285714285714285,3,1,5,9,2,13,0,2,2,5,3,2,10
36,14988,74,21,1.125,18,2,5,7,9,7,0,9,2,3,4,4,11
59,8752,57,21,0.2413793103448276,7,1,2,5,7,28,0,1,4,2,4,1,7
54,17260,75,33,0.5,0,4,4,1,6,11,0,8,4,4,2,3,9
54,11766,32,10,0.35,9,4,5,5,7,19,0,1,2,5,3,1,9
59,15628,81,4,0.16666666666666666,13,1,2,8,3,17,4,3,1,3,3,4,10
33,6508,69,35,0.4117647058823529,8,2,3,13,7,16,4,3,1,4,3,4,11
42,14402,77,46,1.4,0,3,2,1,7,4,3,2,2,4,2,1,7
45,18532,18,36,1.8,1,2,3,5,9,4,0,5,1,4,1,3,8
35,3091,41,14,3.0,8,3,4,12,6,1,2,7,3,5,2,1,8
41,11236,50,14,0.2,8,3,5,8,3,14,0,5,2,5,4,4,13
49,4113,83,28,0.2631578947368421,7,2,5,9,5,18,0,3,4,5,1,2,8
58,14868,29,15,0.25,14,2,2,1,6,23,0,4,2,3,1,2,6
36,16340,16,44,0.21739130434782608,11,1,1,13,5,22,0,1,2,2,1,2,5
39,4597,97,9,0.041666666666666664,19,2,2,13,1,23,0,6,3,3,1,4,8
31,15257,89,12,2.25,10,2,3,5,9,3,0,5,2,5,2,4,11
46,17180,17,11,0.25,17,1,3,14,3,11,2,3,3,3,4,1,8
36,3119,99,11,0.5333333333333333,10,3,1,13,8,14,0,9,1,3,1,2,6
58,6952,52,27,0.2962962962962963,14,3,1,12,8,26,1,8,4,3,4,2,9
32,10963,75,38,0.3,17,2,4,3,9,29,0,3,1,4,1,1,6
59,14735,85,43,0.0,0,4,5,9,0,8,0,6,3,2,2,4,8
46,8561,27,39,0.2,1,1,2,13,2,9,0,9,4,4,4,4,12
43,17871,65,20,0.0,1,3,3,2,0,18,0,1,1,1,1,3,5
59,7295,15,39,0.375,15,3,3,3,3,7,1,7,4,5,4,2,11
33,18948,34,5,0.6923076923076923,11,2,1,10,9,12,0,6,3,4,4,1,9
36,16385,82,10,0.22727272727272727,5,1,5,9,5,21,3,1,2,1,1,4,6
55,16383,16,41,1.8,4,2,2,8,9,4,0,7,2,4,2,1,7
47,18969,36,11,0.3333333333333333,13,2,1,12,7,20,0,4,4,1,3,2,6
34,14602,55,27,0.5,2,1,2,1,7,13,0,3,3,3,3,1,7
33,7335,16,48,2.3333333333333335,16,2,1,6,7,2,0,9,3,5,3,3,11
52,14367,37,41,0.3181818181818182,13,3,5,12,7,21,0,2,4,5,2,3,10
57,18184,54,3,0.26666666666666666,0,1,5,1,4,14,0,6,1,4,3,2,9
49,4554,73,9,0.3076923076923077,16,1,4,1,4,12,3,2,2,4,3,4,11
35,17243,64,27,1.6,5,4,3,14,8,4,1,8,4,3,1,2,6
31,18293,47,43,0.45454545454545453,2,3,5,9,5,10,0,3,4,3,1,1,5
38,11165,16,19,1.2,16,2,3,3,6,4,0,9,4,5,3,3,11
52,14481,50,28,0.21052631578947367,19,4,5,12,4,18,2,7,3,1,1,1,3
50,5270,54,23,0.0,11,2,2,9,0,6,3,6,2,4,3,1,8
34,13186,74,46,0.0,19,2,5,14,0,10,0,2,1,4,2,2,8
59,19463,68,45,0.0,18,2,2,5,0,6,0,5,3,2,4,2,8
48,10275,71,47,0.1111111111111111,16,2,2,11,2,17,4,3,1,3,4,2,9
31,5975,40,18,0.5,6,1,4,2,7,13,4,9,1,3,2,4,9
54,19609,92,27,0.7142857142857143,1,4,2,6,5,6,0,9,3,5,4,3,12
41,17404,82,25,1.1666666666666667,3,1,4,11,7,5,0,7,3,3,3,4,10
36,6555,83,8,0.27586206896551724,7,1,1,6,8,28,1,8,4,1,4,1,6
37,6686,24,21,0.5714285714285714,18,2,5,1,8,13,0,5,2,5,4,4,13
52,15160,38,16,0.1111111111111111,8,1,5,10,1,8,0,7,3,5,4,4,13
49,18423,80,19,0.6,6,3,4,3,6,9,4,1,1,2,3,2,7
49,15627,16,20,0.09090909090909091,9,1,4,5,1,10,2,7,3,4,4,2,10
32,17659,41,41,1.3333333333333333,14,2,1,7,4,2,1,5,4,3,3,3,9
54,19098,91,24,0.17647058823529413,11,4,5,4,3,16,0,8,2,4,4,1,9
34,8911,32,49,0.0,0,4,4,8,0,12,0,7,2,5,2,1,8
40,13518,95,23,0.1875,6,1,2,10,3,15,0,2,4,2,3,4,9
59,8593,34,48,0.42857142857142855,8,1,5,7,9,20,4,7,1,5,1,2,8
45,7620,89,41,0.0,10,1,3,7,0,15,0,6,2,4,4,2,10
34,8108,97,49,4.0,2,4,1,2,8,1,0,7,4,3,3,3,9
40,19548,43,40,1.0,12,4,4,2,6,5,1,3,4,1,1,4,6
45,4303,34,48,0.8181818181818182,12,3,4,4,9,10,0,1,1,1,3,4,8
40,8825,79,12,0.75,8,4,3,7,6,7,0,6,4,4,2,4,10
54,3516,75,12,0.05555555555555555,7,3,1,11,1,17,3,4,2,1,2,2,5
47,13744,25,24,0.46153846153846156,15,2,2,11,6,12,0,3,3,5,2,2,9
54,7699,54,27,0.03571428571428571,6,2,2,10,1,27,0,9,3,3,4,4,11
43,5306,74,25,0.04,7,3,3,5,1,24,4,6,1,1,2,1,4
37,14760,27,21,1.0,0,2,2,7,2,1,2,4,3,4,3,3,10
56,16064,52,28,0.0,9,4,4,3,0,8,0,7,3,1,2,3,6
59,4331,54,40,0.13793103448275862,7,3,5,12,4,28,2,5,3,4,4,2,10
55,16595,40,43,0.0,8,2,2,4,0,19,4,4,1,4,2,2,8
54,3665,92,8,0.0,12,3,3,8,0,29,0,5,1,3,4,3,10
45,7888,82,36,0.0,12,1,5,10,0,23,0,6,2,3,4,2,9
35,4784,29,49,1.1428571428571428,6,4,3,6,8,6,2,1,3,3,3,1,7
48,17663,63,5,0.6666666666666666,18,3,5,13,4,5,1,5,4,5,1,4,10
33,17889,26,21,0.4444444444444444,11,2,2,5,8,17,0,7,2,2,1,2,5
43,13578,16,2,1.3333333333333333,7,1,2,9,8,5,1,7,4,5,3,4,12
51,9106,53,46,0.2777777777777778,19,2,4,1,5,17,3,1,2,4,4,2,10
57,11264,66,21,0.04,14,1,5,4,1,24,3,4,2,3,4,4,11
57,4027,16,36,0.4117647058823529,4,1,2,9,7,16,0,6,4,5,4,4,13
50,10160,96,26,0.14285714285714285,18,3,1,14,4,27,1,2,4,1,1,2,4
49,14874,67,13,0.3333333333333333,10,4,5,9,3,8,3,4,2,5,3,1,9
48,10584,55,4,0.14285714285714285,18,2,3,12,3,20,2,7,3,1,1,4,6
35,17968,19,17,0.16666666666666666,4,3,4,10,1,5,0,1,1,4,1,3,8
49,14396,70,34,0.16666666666666666,16,3,4,2,1,5,3,4,2,4,3,4,11
36,13769,44,21,0.2,7,3,2,4,3,14,1,9,4,4,1,4,9
41,4912,83,30,3.5,1,3,2,5,7,1,0,9,1,5,3,2,10
45,4735,64,34,0.0,18,2,1,5,0,5,0,4,3,3,3,3,9
49,5454,86,6,0.45454545454545453,13,3,4,10,5,10,4,6,1,5,2,4,11
44,19679,90,2,0.0,12,3,4,1,0,10,2,1,3,3,3,3,9
33,17734,70,14,0.35714285714285715,16,1,2,3,5,13,0,3,1,3,2,2,7
58,5203,36,22,0.0,13,4,3,11,0,29,3,3,2,4,4,4,12
58,8932,26,32,2.5,9,1,2,5,5,1,1,1,4,1,3,3,7
45,17609,28,22,0.25,3,4,1,10,5,19,0,2,2,5,2,3,10
42,11880,19,46,0.7142857142857143,10,4,2,8,5,6,4,5,1,4,2,4,10
36,5810,82,45,0.0,1,3,3,2,0,18,0,1,2,3,3,3,9
56,16772,28,26,0.20689655172413793,8,3,3,12,6,28,0,5,2,1,2,3,6
35,12055,92,4,0.3,0,2,1,1,9,29,0,1,4,1,2,3,6
55,6538,61,32,0.34782608695652173,9,1,4,2,8,22,0,6,2,3,2,4,9
45,11186,47,21,0.0,2,1,3,5,0,3,0,6,2,1,2,3,6
54,17865,89,4,0.5,7,2,5,6,5,9,0,5,2,5,1,3,9
43,3625,32,36,1.2857142857142858,7,2,4,5,9,6,4,9,1,5,1,1,7
35,14437,58,29,0.0,3,1,1,8,0,7,3,2,2,5,3,4,12
42,11706,70,10,0.10526315789473684,13,4,3,9,2,18,0,1,4,5,1,1,7
37,14908,71,30,0.3333333333333333,4,2,5,13,3,8,0,5,1,5,2,1,8
38,4889,22,45,0.47368421052631576,10,2,3,11,9,18,4,4,1,5,3,2,10
41,3405,93,39,0.27586206896551724,11,1,4,12,8,28,0,3,1,5,4,2,11
40,12739,48,33,1.8,16,1,5,10,9,4,0,3,1,1,1,3,5
46,13644,72,5,2.25,1,3,3,8,9,3,0,7,3,5,3,4,12
34,9191,17,19,0.2222222222222222,5,4,4,5,4,17,3,1,2,3,2,2,7
45,14911,95,18,0.0,7,3,2,11,0,13,2,4,3,5,3,3,11
51,7659,53,46,0.8181818181818182,3,4,4,13,9,10,1,9,4,5,4,3,12
49,19773,16,5,0.2,7,3,3,13,6,29,1,8,4,4,1,4,9
51,9513,81,23,0.625,15,3,4,7,5,7,1,7,4,4,4,3,11
55,11279,47,34,0.0,10,4,5,6,0,14,4,7,1,2,2,1,5
43,14462,33,46,1.8,17,3,3,4,9,4,4,6,1,2,2,4,8
48,10268,34,33,1.0,14,2,4,11,6,5,0,9,2,1,3,3,7
52,12297,31,6,0.5714285714285714,12,3,3,1,8,13,0,6,3,3,1,1,5
49,15171,94,26,0.03333333333333333,2,2,2,8,1,29,4,8,1,5,2,3,10
50,13644,27,14,0.5294117647058824,14,4,3,4,9,16,2,9,3,2,2,3,7
47,3245,41,47,0.375,6,2,2,14,3,7,0,2,2,2,3,4,9
47,18592,38,26,0.0,17,1,5,5,0,15,1,8,4,4,2,2,8
58,15569,41,11,0.6666666666666666,1,2,3,11,6,8,0,2,4,1,2,1,4
58,5601,87,34,0.5,9,4,3,3,7,13,4,7,1,4,1,4,9
45,13539,27,2,0.2916666666666667,16,1,2,12,7,23,0,7,1,1,1,1,3
36,5193,50,49,1.5,9,2,2,6,6,3,0,2,1,5,3,1,9
49,8761,42,2,0.08,12,2,5,9,2,24,0,2,1,4,3,3,10
34,14511,41,37,0.07407407407407407,18,1,2,6,2,26,1,1,4,4,3,1,8
44,18207,91,17,0.14814814814814814,6,2,1,6,4,26,3,3,2,1,1,3,5
48,6520,84,45,0.06666666666666667,17,2,3,12,2,29,0,1,2,3,4,3,10
49,8693,35,41,0.21428571428571427,9,4,5,14,3,13,4,9,1,2,2,3,7
53,17056,16,27,0.6,13,1,5,9,9,14,0,9,2,1,4,3,8
36,4988,33,12,0.2727272727272727,10,3,5,3,6,21,0,3,2,3,4,4,11
48,12160,47,28,0.5714285714285714,3,1,1,3,8,13,0,3,2,2,4,4,10
36,18685,29,9,0.0,18,3,2,7,0,16,3,4,2,2,1,1,4
53,8913,17,37,0.0625,8,1,4,8,1,15,0,7,1,2,3,2,7
59,5786,63,15,0.1,13,3,4,1,1,9,1,6,4,4,2,1,7
33,10742,97,36,0.2916666666666667,19,1,4,14,7,23,0,7,2,4,4,1,9
58,3745,43,37,0.25,9,3,1,12,1,3,4,6,1,5,4,1,10
45,15767,38,1,0.2608695652173913,15,3,4,14,6,22,0,4,1,5,3,3,11
35,14756,28,38,0.0,5,2,3,5,0,10,3,4,2,4,3,4,11
33,9938,20,42,0.2777777777777778,5,4,2,14,5,17,4,1,1,4,2,3,9
37,17866,92,30,0.25,6,3,5,5,3,11,3,3,2,4,3,2,9
47,13393,99,2,1.0,16,4,4,10,8,7,2,4,3,1,3,1,5
34,6643,95,4,0.391304347826087,1,4,1,5,9,22,4,2,1,2,2,3,7
31,9886,77,36,0.05263157894736842,11,3,1,13,1,18,3,3,2,2,1,3,6
51,19287,57,12,0.13043478260869565,5,2,4,7,3,22,2,9,3,3,2,2,7
55,19476,78,28,0.23076923076923078,0,3,1,6,6,25,0,2,1,3,4,3,10
43,16734,84,41,0.3333333333333333,3,1,3,10,1,2,0,7,3,2,2,3,7
32,7692,74,21,0.14285714285714285,19,1,3,9,4,27,1,4,4,2,2,1,5
53,9861,65,5,0.12,3,3,1,8,3,24,2,5,3,4,4,1,9
42,5737,76,41,0.2222222222222222,5,2,2,6,4,17,0,1,4,4,4,1,9
32,10782,92,28,0.25,16,1,3,14,7,27,0,7,3,4,2,2,8
51,9885,42,22,0.32142857142857145,8,2,5,6,9,27,0,9,2,4,2,4,10
52,16463,21,19,0.17647058823529413,11,2,5,6,3,16,0,3,3,4,1,3,8
39,6384,32,16,0.1111111111111111,16,2,4,12,1,8,0,3,3,1,3,2,6
39,11934,78,39,0.045454545454545456,14,2,2,14,1,21,0,4,2,3,1,4,8
40,11227,62,45,0.28,18,2,5,2,7,24,0,6,4,1,3,1,5
46,19905,83,15,0.23333333333333334,13,1,4,8,7,29,0,5,3,5,3,4,12
36,14451,34,31,0.0,8,1,1,2,0,24,4,8,1,1,4,3,8
41,12070,54,20,0.0,17,1,3,2,0,14,0,8,2,1,1,3,5
42,7133,31,12,0.3333333333333333,11,4,2,3,3,8,3,6,2,5,4,2,11
43,16584,54,9,0.25,12,2,2,1,3,11,0,8,4,2,1,1,4
50,12038,58,37,1.0,4,1,1,13,3,2,0,3,4,3,2,4,9
35,14114,28,19,1.0,3,3,3,8,7,6,2,7,3,2,1,2,5
39,10896,61,19,3.0,11,1,4,7,9,2,0,9,3,5,1,1,7
49,3683,66,35,0.13333333333333333,10,4,2,11,2,14,1,7,4,1,3,3,7
37,13509,66,2,1.0,0,3,4,12,8,7,0,9,1,2,3,3,8
40,8000,98,44,0.0,1,2,3,7,0,8,0,5,4,4,4,2,10
39,3783,64,12,0.47368421052631576,3,3,2,5,9,18,0,7,4,3,1,1,5
37,13906,26,8,0.14285714285714285,17,4,3,3,4,27,1,3,4,5,4,4,13
54,15761,76,48,1.6666666666666667,12,4,2,5,5,2,1,9,4,4,3,4,11
36,18616,75,4,0.0,8,3,2,2,0,7,4,4,1,2,1,2,5
37,4659,91,31,0.0,4,2,2,3,0,7,2,2,3,3,1,4,8
